"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: enableInterning","Param: enableParallel","Param: interningEnabled","Param: mergePolicy","Param: parallelEnabled","Param: searchString","Param: unmatchedPolicy"
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,3414.718726,69.380217,"ops/s",true,true,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,3438.349436,55.574624,"ops/s",true,true,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1154544103.489066,8850070.000377,"ops/s",true,false,,UNION,,,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1140543669.011117,41303584.074791,"ops/s",true,false,,UNION,,,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,2759615.687952,75001.279153,"ops/s",true,false,,UNION,,nosuchstring,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,382587.466392,5211.344362,"ops/s",true,false,,UNION,,nosuchstring,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1446517.850067,24013.269098,"ops/s",true,false,,UNION,,washington,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1476655.319412,19749.248384,"ops/s",true,false,,UNION,,washington,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,287194.325051,4906.288927,"ops/s",true,false,,UNION,,"wa sh",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,289815.546185,6886.545457,"ops/s",true,false,,UNION,,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,10986.230293,117.031125,"ops/s",true,false,,UNION,,"a b c d e",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,10991.911811,220.269173,"ops/s",true,false,,UNION,,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,3773.409946,111.621469,"ops/s",true,false,,UNION,,"a b c d e g h i l m n p r s u v y",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,3801.266329,36.497132,"ops/s",true,false,,UNION,,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1156216585.912896,11847727.051685,"ops/s",true,false,,INTERSECTION,,,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1151363667.908114,11941883.525920,"ops/s",true,false,,INTERSECTION,,,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,2761921.204088,35962.123179,"ops/s",true,false,,INTERSECTION,,nosuchstring,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,378075.397978,9313.823504,"ops/s",true,false,,INTERSECTION,,nosuchstring,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1464543.379080,4831.572590,"ops/s",true,false,,INTERSECTION,,washington,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1502988.790864,28552.408678,"ops/s",true,false,,INTERSECTION,,washington,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,392755.934237,12339.570473,"ops/s",true,false,,INTERSECTION,,"wa sh",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,393209.711021,6438.137053,"ops/s",true,false,,INTERSECTION,,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,12559.627342,185.830103,"ops/s",true,false,,INTERSECTION,,"a b c d e",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,12678.145113,231.384268,"ops/s",true,false,,INTERSECTION,,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,4858.284472,61.250761,"ops/s",true,false,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,4875.633056,35.366555,"ops/s",true,false,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1154941465.338560,24685348.003149,"ops/s",false,true,,UNION,,,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1186771449.541387,16218149.391150,"ops/s",false,true,,UNION,,,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,2926145.888199,45821.794279,"ops/s",false,true,,UNION,,nosuchstring,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,408607.482208,4771.921367,"ops/s",false,true,,UNION,,nosuchstring,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1526689.941385,33303.092621,"ops/s",false,true,,UNION,,washington,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1528906.950788,51797.383474,"ops/s",false,true,,UNION,,washington,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,115355.124430,2909.790184,"ops/s",false,true,,UNION,,"wa sh",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,115435.121723,5413.606379,"ops/s",false,true,,UNION,,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,4882.738376,44.989431,"ops/s",false,true,,UNION,,"a b c d e",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,4873.974220,84.761382,"ops/s",false,true,,UNION,,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1603.785483,81.862260,"ops/s",false,true,,UNION,,"a b c d e g h i l m n p r s u v y",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1610.629213,73.107481,"ops/s",false,true,,UNION,,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1172101051.277373,27973174.855211,"ops/s",false,true,,INTERSECTION,,,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1183730676.479905,20853483.959775,"ops/s",false,true,,INTERSECTION,,,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,2926887.203909,29612.565245,"ops/s",false,true,,INTERSECTION,,nosuchstring,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,387816.718756,25071.833455,"ops/s",false,true,,INTERSECTION,,nosuchstring,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1525898.135899,53294.993440,"ops/s",false,true,,INTERSECTION,,washington,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1534826.404731,21248.688514,"ops/s",false,true,,INTERSECTION,,washington,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,172136.185808,3023.344583,"ops/s",false,true,,INTERSECTION,,"wa sh",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,171133.245984,3033.525801,"ops/s",false,true,,INTERSECTION,,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,10285.641848,126.378013,"ops/s",false,true,,INTERSECTION,,"a b c d e",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,10231.088691,143.331021,"ops/s",false,true,,INTERSECTION,,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,3565.067594,50.470084,"ops/s",false,true,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,3550.044092,67.201819,"ops/s",false,true,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1187417973.868085,4864259.957624,"ops/s",false,false,,UNION,,,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1191486429.255469,10067927.999949,"ops/s",false,false,,UNION,,,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,2904412.980941,50470.521597,"ops/s",false,false,,UNION,,nosuchstring,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,404913.795048,12783.701940,"ops/s",false,false,,UNION,,nosuchstring,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1529990.219584,16741.449489,"ops/s",false,false,,UNION,,washington,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1529324.151600,70665.871557,"ops/s",false,false,,UNION,,washington,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,301996.688708,4461.027188,"ops/s",false,false,,UNION,,"wa sh",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,302974.147095,5971.330915,"ops/s",false,false,,UNION,,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,11243.713431,269.147863,"ops/s",false,false,,UNION,,"a b c d e",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,11303.010597,306.004364,"ops/s",false,false,,UNION,,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,3900.155334,55.176850,"ops/s",false,false,,UNION,,"a b c d e g h i l m n p r s u v y",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,3911.027364,60.695650,"ops/s",false,false,,UNION,,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1161621471.567735,99314204.638046,"ops/s",false,false,,INTERSECTION,,,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1181932703.446242,12040997.942373,"ops/s",false,false,,INTERSECTION,,,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,2878370.685383,20795.042249,"ops/s",false,false,,INTERSECTION,,nosuchstring,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,398318.988656,5461.646345,"ops/s",false,false,,INTERSECTION,,nosuchstring,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1554604.921641,52055.333023,"ops/s",false,false,,INTERSECTION,,washington,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,1514183.747684,22498.264172,"ops/s",false,false,,INTERSECTION,,washington,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,405005.737599,7264.662264,"ops/s",false,false,,INTERSECTION,,"wa sh",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,404946.994592,4272.012002,"ops/s",false,false,,INTERSECTION,,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,12963.678375,544.943322,"ops/s",false,false,,INTERSECTION,,"a b c d e",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,13273.895783,246.752420,"ops/s",false,false,,INTERSECTION,,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,5058.174810,71.911376,"ops/s",false,false,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_mt","thrpt",8,9,5042.872745,27.158350,"ops/s",false,false,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,304784203.284905,2748955.444624,"ops/s",true,true,,UNION,,,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,306778741.698040,1452796.855358,"ops/s",true,true,,UNION,,,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,756341.898404,19626.872786,"ops/s",true,true,,UNION,,nosuchstring,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,117018.337878,5308.796050,"ops/s",true,true,,UNION,,nosuchstring,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,414490.760593,30502.673871,"ops/s",true,true,,UNION,,washington,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,426544.293444,28725.276202,"ops/s",true,true,,UNION,,washington,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,20731.718543,677.232008,"ops/s",true,true,,UNION,,"wa sh",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,20468.901543,617.765819,"ops/s",true,true,,UNION,,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,1247.111113,98.814451,"ops/s",true,true,,UNION,,"a b c d e",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,1242.619592,30.984970,"ops/s",true,true,,UNION,,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,810.439063,16.328164,"ops/s",true,true,,UNION,,"a b c d e g h i l m n p r s u v y",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,797.394709,23.139825,"ops/s",true,true,,UNION,,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,313525835.289802,3975759.069160,"ops/s",true,true,,INTERSECTION,,,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,312029754.001532,3134285.544027,"ops/s",true,true,,INTERSECTION,,,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,789867.554906,24758.811278,"ops/s",true,true,,INTERSECTION,,nosuchstring,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,118253.732723,4049.672910,"ops/s",true,true,,INTERSECTION,,nosuchstring,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,426158.149053,26347.930221,"ops/s",true,true,,INTERSECTION,,washington,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,426005.834254,22184.680544,"ops/s",true,true,,INTERSECTION,,washington,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,30734.413108,513.270098,"ops/s",true,true,,INTERSECTION,,"wa sh",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,30298.575403,1061.692501,"ops/s",true,true,,INTERSECTION,,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,3360.535398,42.748181,"ops/s",true,true,,INTERSECTION,,"a b c d e",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,3309.272450,54.418950,"ops/s",true,true,,INTERSECTION,,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,2152.517079,8.273246,"ops/s",true,true,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,2162.312813,31.359000,"ops/s",true,true,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,310465043.445498,3779300.085240,"ops/s",true,false,,UNION,,,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,311334075.966530,3989697.828087,"ops/s",true,false,,UNION,,,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,794318.533500,24600.055714,"ops/s",true,false,,UNION,,nosuchstring,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,118530.381527,3164.024173,"ops/s",true,false,,UNION,,nosuchstring,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,412375.108139,28326.339786,"ops/s",true,false,,UNION,,washington,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,419874.911852,32782.895345,"ops/s",true,false,,UNION,,washington,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,78794.821619,4948.711519,"ops/s",true,false,,UNION,,"wa sh",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,84424.797691,6187.855115,"ops/s",true,false,,UNION,,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,2363.386986,161.952656,"ops/s",true,false,,UNION,,"a b c d e",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,2483.843210,51.612925,"ops/s",true,false,,UNION,,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,856.501510,19.006163,"ops/s",true,false,,UNION,,"a b c d e g h i l m n p r s u v y",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,793.004119,74.460138,"ops/s",true,false,,UNION,,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,330461219.384174,10284275.155341,"ops/s",true,false,,INTERSECTION,,,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,311516383.169249,27293312.834225,"ops/s",true,false,,INTERSECTION,,,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,799394.085280,37952.846754,"ops/s",true,false,,INTERSECTION,,nosuchstring,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,115827.741861,9896.842914,"ops/s",true,false,,INTERSECTION,,nosuchstring,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,442681.141950,23350.989842,"ops/s",true,false,,INTERSECTION,,washington,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,428907.978197,21853.157445,"ops/s",true,false,,INTERSECTION,,washington,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,112876.592948,4310.269510,"ops/s",true,false,,INTERSECTION,,"wa sh",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,109433.193567,8475.445900,"ops/s",true,false,,INTERSECTION,,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,2658.525789,188.321015,"ops/s",true,false,,INTERSECTION,,"a b c d e",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,2673.666803,225.633580,"ops/s",true,false,,INTERSECTION,,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,1075.829655,83.037915,"ops/s",true,false,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,1045.171801,109.075024,"ops/s",true,false,,INTERSECTION,,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,301726935.309369,19361700.153286,"ops/s",false,true,,UNION,,,IGNORE
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,321732124.210044,39045477.281667,"ops/s",false,true,,UNION,,,BACKTRACKING
"com.zigurs.karlis.utils.search.bench.ReadOnlyOperations.run_st","thrpt",1,9,775443.877981,45336.537931,"ops/s",false,true,,UNION,,nosuchstring,IGNORE
