"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: accumulationPolicy","Param: cacheSize","Param: fjEnabled","Param: searchString","Param: unmatchedPolicy"
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,1556.420090,50.208406,"us/op",INTERSECTION,0,false,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,35.043449,0.573993,"us/op",INTERSECTION,1024,true,"wa sh",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,35.352129,1.258288,"us/op",INTERSECTION,1024,true,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,383.859078,4.590889,"us/op",INTERSECTION,1024,true,"a b c d e",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,378.112672,4.578832,"us/op",INTERSECTION,1024,true,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,589.511467,16.859826,"us/op",INTERSECTION,1024,true,"a b c d e g h i l m n p r s u v y",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,585.201792,3.790569,"us/op",INTERSECTION,1024,true,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,11.187349,0.304695,"us/op",INTERSECTION,1024,false,"wa sh",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,11.063680,0.153174,"us/op",INTERSECTION,1024,false,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,581.583175,7.700379,"us/op",INTERSECTION,1024,false,"a b c d e",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,581.993687,10.755231,"us/op",INTERSECTION,1024,false,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,1544.829005,11.138035,"us/op",INTERSECTION,1024,false,"a b c d e g h i l m n p r s u v y",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,1564.733043,22.685513,"us/op",INTERSECTION,1024,false,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,35.072839,0.790820,"us/op",INTERSECTION,104857600,true,"wa sh",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,34.710773,0.628332,"us/op",INTERSECTION,104857600,true,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,378.511061,3.259789,"us/op",INTERSECTION,104857600,true,"a b c d e",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,377.050409,6.186648,"us/op",INTERSECTION,104857600,true,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,586.286351,11.029476,"us/op",INTERSECTION,104857600,true,"a b c d e g h i l m n p r s u v y",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,589.288329,10.349582,"us/op",INTERSECTION,104857600,true,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,11.341115,0.465600,"us/op",INTERSECTION,104857600,false,"wa sh",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,11.184833,0.160859,"us/op",INTERSECTION,104857600,false,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,587.595688,12.409438,"us/op",INTERSECTION,104857600,false,"a b c d e",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,578.330101,8.350651,"us/op",INTERSECTION,104857600,false,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,1548.474206,10.146100,"us/op",INTERSECTION,104857600,false,"a b c d e g h i l m n p r s u v y",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,1535.490693,16.185583,"us/op",INTERSECTION,104857600,false,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,35.252770,0.827951,"us/op",INTERSECTION,-1,true,"wa sh",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,35.000580,0.313229,"us/op",INTERSECTION,-1,true,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,376.695288,4.301820,"us/op",INTERSECTION,-1,true,"a b c d e",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,381.854388,4.364275,"us/op",INTERSECTION,-1,true,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,595.322845,6.336222,"us/op",INTERSECTION,-1,true,"a b c d e g h i l m n p r s u v y",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,595.212270,3.228847,"us/op",INTERSECTION,-1,true,"a b c d e g h i l m n p r s u v y",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,11.134959,0.112276,"us/op",INTERSECTION,-1,false,"wa sh",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,11.115687,0.226100,"us/op",INTERSECTION,-1,false,"wa sh",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,576.500642,7.270492,"us/op",INTERSECTION,-1,false,"a b c d e",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,577.981011,10.216489,"us/op",INTERSECTION,-1,false,"a b c d e",BACKTRACKING
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,1538.539607,11.215197,"us/op",INTERSECTION,-1,false,"a b c d e g h i l m n p r s u v y",EXACT
"com.zigurs.karlis.utils.search.bench.LargeIntersections.run","avgt",1,9,1541.592972,14.805385,"us/op",INTERSECTION,-1,false,"a b c d e g h i l m n p r s u v y",BACKTRACKING
